battle_url,location
https://en.wikipedia.org/wiki/Siege_of_Dong_Quan,"Jiaozhi Province (Modern-day Northern Vietnam, Central Vietnam), Laos"
https://en.wikipedia.org/wiki/Battle_of_Sudomer,"Sudoměř, southern Bohemia"
https://en.wikipedia.org/wiki/Battle_of_Vitkov_Hill,"Vítkov Hill (outside Prague, Czech Republic)50°05′20″N 14°27′05″E﻿ / ﻿50.0888°N 14.4514°E﻿ / 50.0888; 14.4514"
https://en.wikipedia.org/wiki/Battle_of_Vysehrad,Vyšehrad
https://en.wikipedia.org/wiki/Battle_of_Baug%C3%A9,"Baugé, France47°32′28″N 0°06′18″W﻿ / ﻿47.541°N 0.105°W﻿ / 47.541; -0.105"
https://en.wikipedia.org/wiki/Battle_of_Kutna_Hora,Kutná Hora
https://en.wikipedia.org/wiki/Battle_of_Nebovidy,"Nebovidy, Bohemia"
https://en.wikipedia.org/wiki/Battle_of_N%C4%9Bmeck%C3%BD_Brod,"Habry and Německý Brod, Bohemia"
https://en.wikipedia.org/wiki/Siege_of_Meaux,"Meaux, Île-de-France, France48°57′37″N 2°53′18″E﻿ / ﻿48.9603°N 2.8883°E﻿ / 48.9603; 2.8883"
https://en.wikipedia.org/wiki/Battle_of_Arbedo,"Arbedo, Ticino, Switzerland46°13′N 9°02′E﻿ / ﻿46.21°N 9.04°E﻿ / 46.21; 9.04"
https://en.wikipedia.org/wiki/Battle_of_Horic,Hořice
https://en.wikipedia.org/wiki/Battle_of_Cravant,"Near Cravant, Burgundy"
https://en.wikipedia.org/wiki/Battle_of_La_Brossini%C3%A8re,"La Brossinière, France"
https://en.wikipedia.org/wiki/Battle_of_L%27Aquila,"near L'Aquila, present-day Italy"
https://en.wikipedia.org/wiki/Battle_of_Zagonara,Lugo di Romagna
https://en.wikipedia.org/wiki/Battle_of_Verneuil,"North of Verneuil-sur-Avre, Normandy48°45′18″N 00°56′24″E﻿ / ﻿48.75500°N 0.94000°E﻿ / 48.75500; 0.94000"
https://en.wikipedia.org/wiki/Battle_of_Brouwershaven,Brouwershaven
https://en.wikipedia.org/wiki/Battle_of_St._James,"Saint-James, Avranches, Normandy48°31′22.001″N 1°19′28.999″W﻿ / ﻿48.52277806°N 1.32472194°W﻿ / 48.52277806; -1.32472194"
https://en.wikipedia.org/wiki/Battle_of_Usti_nad_Labem,Aussig (Ústí nad Labem)
https://en.wikipedia.org/wiki/Battle_of_Khirokitia,Cyprus
https://en.wikipedia.org/wiki/Battle_of_Detern,near Detern
https://en.wikipedia.org/wiki/Battle_of_T%E1%BB%91t_%C4%90%E1%BB%99ng_%E2%80%93_Ch%C3%BAc_%C4%90%E1%BB%99ng,"Tốt Động, Chương Mĩ, Hanoi"
https://en.wikipedia.org/wiki/Battle_of_Tachov,"Tachov, western Bohemia"
https://en.wikipedia.org/wiki/Siege_of_Montargis,"Montargis, Centre-Val de Loire, France47°59′52″N 2°44′00″E﻿ / ﻿47.9978°N 2.7333°E﻿ / 47.9978; 2.7333"
https://en.wikipedia.org/wiki/Battle_of_Chi_L%C4%83ng,"Chi Lăng District, Lạng Sơn Province 21°40′01″N 106°40′01″E﻿ / ﻿21.667°N 106.667°E﻿ / 21.667; 106.667"
https://en.wikipedia.org/wiki/Battle_of_Maclodio,Maclodio
https://en.wikipedia.org/wiki/Battle_of_the_Echinades_(1427),"Echinades, Greece"
https://en.wikipedia.org/wiki/Siege_of_Gouda_(1428),Gouda
https://en.wikipedia.org/wiki/Siege_of_Orl%C3%A9ans,"Orléans, central France"
https://en.wikipedia.org/wiki/Battle_of_Jargeau,"Jargeau, France"
https://en.wikipedia.org/wiki/Battle_of_Meung-sur-Loire,"Meung-sur-Loire, France"
https://en.wikipedia.org/wiki/Battle_of_Beaugency_(1429),"Beaugency, France"
https://en.wikipedia.org/wiki/Battle_of_Patay,"Near Patay, slightly north of Orléans, France48°02′54″N 1°41′45″E﻿ / ﻿48.0483°N 1.6958°E﻿ / 48.0483; 1.6958"
https://en.wikipedia.org/wiki/Siege_of_Thessalonica_(1422%E2%80%931430),"Thessalonica and environs, with engagements at Gallipoli and various raids in the Aegean Sea40°38′15″N 22°56′42″E﻿ / ﻿40.63750°N 22.94500°E﻿ / 40.63750; 22.94500"
https://en.wikipedia.org/wiki/Siege_of_Compi%C3%A8gne,"Compiègne, south of Amiens, France49°24′54″N 2°49′23″E﻿ / ﻿49.4149°N 2.8231°E﻿ / 49.4149; 2.8231"
https://en.wikipedia.org/wiki/Battle_of_Pavia_(1431),"Po River, Cremona, Lombardy[2]"
https://en.wikipedia.org/wiki/Battle_of_Doma%C5%BElice,"Domažlice (Taus), Bohemia"
https://en.wikipedia.org/wiki/Battle_of_Inverlochy_(1431),"Fort William, Scotlandgrid reference NN126750 [1]56°49′53″N 5°5′6″W﻿ / ﻿56.83139°N 5.08500°W﻿ / 56.83139; -5.08500"
https://en.wikipedia.org/wiki/Siege_of_Angkor,"Angkor, Khmer Empire"
https://en.wikipedia.org/wiki/Battle_of_Delebio,"Delebio, Valtellina, Lombardy[2]"
https://en.wikipedia.org/wiki/Battle_of_San_Romano,"San Romano, Pisa, Italy"
https://en.wikipedia.org/wiki/Battle_of_Lipany,Lipany near Český Brod50°01′43″N 14°56′13″E﻿ / ﻿50.02861°N 14.93694°E﻿ / 50.02861; 14.93694
https://en.wikipedia.org/wiki/Battle_of_Gerbevoy,"Gerberoy, Hauts-de-France, France49°32′06″N 1°51′02″E﻿ / ﻿49.535°N 1.8506°E﻿ / 49.535; 1.8506"
https://en.wikipedia.org/wiki/Battle_of_Ponza_(1435),"Island of Ponza, Tyrrhenian Sea"
https://en.wikipedia.org/wiki/Battle_of_Wi%C5%82komierz,Ukmergė near the Šventoji River55°9′57″N 24°46′17″E﻿ / ﻿55.16583°N 24.77139°E﻿ / 55.16583; 24.77139
https://en.wikipedia.org/wiki/Battle_of_Piperdean,"Near Cockburnspath, Berwickshire, Scotland"
https://en.wikipedia.org/wiki/Battle_of_Belyov,"Belyov, Moscow principality (modern Russia)"
https://en.wikipedia.org/wiki/Battle_of_Grotniki,"Grotniki, Poland"
https://en.wikipedia.org/wiki/Siege_of_%C3%84lvsborg_(1439),"Älvsborg, Sweden"
https://en.wikipedia.org/wiki/Battle_of_Anghiari_(1440),"Anghiari, Province of Arezzo, Tuscany, Italy43°33′0″N 12°4′12″E﻿ / ﻿43.55000°N 12.07000°E﻿ / 43.55000; 12.07000"
https://en.wikipedia.org/wiki/Siege_of_Novo_Brdo_(1440%E2%80%9341),"Novo Brdo, Serbian Despotate42°36′54″N 21°25′02″E﻿ / ﻿42.61500°N 21.41722°E﻿ / 42.61500; 21.41722"
https://en.wikipedia.org/wiki/Battle_of_Ni%C5%A1_(1443),"Niš, Ottoman Empire"
https://en.wikipedia.org/wiki/Battle_of_Zlatica,"Zlatitsa pass in the Balkan Mountains, Ottoman Empire (modern-day Bulgaria)"
https://en.wikipedia.org/wiki/Battle_of_Kunovica,"Kunovica, between Niš and Pirot, Ottoman Empire (modern-day Serbia)43°10′49″N 22°10′34″E﻿ / ﻿43.18028°N 22.17611°E﻿ / 43.18028; 22.17611"
https://en.wikipedia.org/wiki/Battle_of_Torvioll,"Plain of Torvioll, north of Peshkopi (present-day Plain of Shumbat, Albania)"
https://en.wikipedia.org/wiki/Battle_of_St._Jakob_an_der_Birs,"Basel, Switzerland"
https://en.wikipedia.org/wiki/Siege_of_Rhodes_(1444),Rhodes
https://en.wikipedia.org/wiki/Battle_of_Varna,"Near Varna, Ottoman EmpirePresent-day Bulgaria43°13′N 27°53′E﻿ / ﻿43.217°N 27.883°E﻿ / 43.217; 27.883"
https://en.wikipedia.org/wiki/Battle_of_Gomit,"Dawaro, Ethiopian Empire"
https://en.wikipedia.org/wiki/Battle_of_Mokra_(1445),"Mokra (today in Makedonski Brod, North Macedonia)"
https://en.wikipedia.org/wiki/Battle_of_Otonet%C3%AB,"Otonetë, Upper Debar, modern-day Macedonia41°31′00″N 20°32′00″E﻿ / ﻿41.5166°N 20.5333°E﻿ / 41.5166; 20.5333"
https://en.wikipedia.org/wiki/Battle_of_Damghan_(1447),"Damghan, Semnan Province, Iran"
https://en.wikipedia.org/wiki/Siege_of_Svetigrad_(1448),Svetigrad41°27′N 20°36′E﻿ / ﻿41.450°N 20.600°E﻿ / 41.450; 20.600
https://en.wikipedia.org/wiki/Battle_of_Caravaggio,"Caravaggio, Italy"
https://en.wikipedia.org/wiki/Battle_of_Kosovo_(1448),"Kosovo Field, Serbian Despotate"
https://en.wikipedia.org/wiki/Battle_of_Sark,"Gretna, Dumfries and Galloway[1][2]grid reference NY314662[1][2]54°59′10″N 3°4′19″W﻿ / ﻿54.98611°N 3.07194°W﻿ / 54.98611; -3.07194"
https://en.wikipedia.org/wiki/Battle_of_Alfarrobeira,"Vialonga, near Lisbon, Portugal"
https://en.wikipedia.org/wiki/Battle_of_Tumu_Fortress,"Huailai County, North Zhili, Ming China40°23′N 115°36′E﻿ / ﻿40.383°N 115.600°E﻿ / 40.383; 115.600"
https://en.wikipedia.org/wiki/Battle_of_Formigny,"Formigny, Normandy, France"
https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1450),"Krujë, Albania41°30′27″N 19°47′42″E﻿ / ﻿41.50750°N 19.79500°E﻿ / 41.50750; 19.79500"
https://en.wikipedia.org/wiki/Battle_of_Bazel,"Bazel, County of Flanders(modern-day Belgium)"
https://en.wikipedia.org/wiki/Battle_of_Polog,"Polog, near Tetovo, Ottoman Empire (modern day North Macedonia)"
https://en.wikipedia.org/wiki/Fall_of_Constantinople,"Constantinople, Byzantine Empire (present-day Istanbul, Turkey)
41°01′48″N 28°56′06″E﻿ / ﻿41.030°N 28.935°E﻿ / 41.030; 28.935"
https://en.wikipedia.org/wiki/Battle_of_Castillon,"Castillon-la-Bataille, Duchy of Gascony44°51′6″N 0°1′8″W﻿ / ﻿44.85167°N 0.01889°W﻿ / 44.85167; -0.01889"
https://en.wikipedia.org/wiki/Battle_of_Gavere,"Semmerzake-Gavere, County of Flanders(modern-day Belgium)"
https://en.wikipedia.org/wiki/Battle_of_Chojnice_(1454),"Near Chojnice, Gdańsk Pomerania, Teutonic State (now in Pomeranian Voivodeship, Poland)"
https://en.wikipedia.org/wiki/Battle_of_Leskovac,"near Leskovac, present-day Serbia"
https://en.wikipedia.org/wiki/Battle_of_Kru%C5%A1evac,Kruševac
https://en.wikipedia.org/wiki/Battle_of_Arkinholm,"Langholm, Dumfries and Gallowaygrid reference NY3684 [1]55°9′N 3°0′W﻿ / ﻿55.150°N 3.000°W﻿ / 55.150; -3.000"
https://en.wikipedia.org/wiki/First_Battle_of_St_Albans,"St Albans in Hertfordshire, England51°44′55″N 0°20′20″W﻿ / ﻿51.7487°N 0.339°W﻿ / 51.7487; -0.339"
https://en.wikipedia.org/wiki/Siege_of_Berat_(1455),"Berat, Ottoman Empire (present-day Albania)"
https://en.wikipedia.org/wiki/Siege_of_Belgrade_(1456),"Nándorfehérvár, (1427–1521) in Kingdom of Hungary (present-day Belgrade, Serbia)"
https://en.wikipedia.org/wiki/Siege_of_Deventer_(1456),Deventer
https://en.wikipedia.org/wiki/Battle_of_Direptatea,"Orbic (today, a district of Buhuși)"
https://en.wikipedia.org/wiki/Battle_of_Blore_Heath,"Blore Heath, Staffordshire, England"
https://en.wikipedia.org/wiki/Battle_of_Ludford_Bridge,"By Ludford Bridge, south of Ludlow, in Shropshire, England[N 1]52°21′49.5″N 2°43′8″W﻿ / ﻿52.363750°N 2.71889°W﻿ / 52.363750; -2.71889"
https://en.wikipedia.org/wiki/Battle_of_Sandwich_(1460),"At sea, near Sandwich, Kent"
https://en.wikipedia.org/wiki/Battle_of_Nola_(1460),"Plain at the mouth of the Sarno River, south of Mount Vesuvius, Kingdom of Naples (modern-day Campania, Italy)"
https://en.wikipedia.org/wiki/Battle_of_Northampton_(1460),"Northampton, Northamptonshire, England52°13′23.4″N 0°53′2.8″W﻿ / ﻿52.223167°N 0.884111°W﻿ / 52.223167; -0.884111"
https://en.wikipedia.org/wiki/Battle_of_Wakefield,"Wakefield, West Yorkshire, England"
https://en.wikipedia.org/wiki/Battle_of_Mortimer%27s_Cross,"Kingsland in Herefordshire, England52°15′32″N 2°50′17″W﻿ / ﻿52.259°N 2.838°W﻿ / 52.259; -2.838"
https://en.wikipedia.org/wiki/Second_Battle_of_St_Albans,"St Albans, Hertfordshire, England51°45′18″N 0°20′9.6″W﻿ / ﻿51.75500°N 0.336000°W﻿ / 51.75500; -0.336000"
https://en.wikipedia.org/wiki/Battle_of_Ferrybridge,"Ferrybridge in Yorkshire, England53°42′45″N 1°16′25″W﻿ / ﻿53.71250°N 1.27361°W﻿ / 53.71250; -1.27361"
https://en.wikipedia.org/wiki/Battle_of_Towton,"Near Towton, Yorkshire, England53°50′10″N 01°16′25″W﻿ / ﻿53.83611°N 1.27361°W﻿ / 53.83611; -1.27361"
https://en.wikipedia.org/wiki/Siege_of_Trebizond_(1461),"Trebizond, Empire of Trebizond (now Trabzon, Trabzon Province, Turkey)41°0′0.00″N 39°43′59.99″E﻿ / ﻿41.0000000°N 39.7333306°E﻿ / 41.0000000; 39.7333306"
https://en.wikipedia.org/wiki/The_Night_Attack,"present-day Târgoviște, Romania[1]"
https://en.wikipedia.org/wiki/Battle_of_Seckenheim,"Mannheim, Germany"
https://en.wikipedia.org/wiki/Battle_of_%C5%9Awiecino,"Near Krokowa, Poland"
https://en.wikipedia.org/wiki/Siege_of_Mytilene_(1462),"Lesbos, Greece39°6′41″N 26°33′45″E﻿ / ﻿39.11139°N 26.56250°E﻿ / 39.11139; 26.56250"
https://en.wikipedia.org/wiki/Battle_of_Chikhori,"near the fortress Chikhori, Argveti"
https://en.wikipedia.org/wiki/Battle_of_Zatoka_%C5%9Awie%C5%BCa,"Vistula Lagoon, Poland"
https://en.wikipedia.org/wiki/Battle_of_Hedgeley_Moor,"Hedgeley Moor in Northumberland, England"
https://en.wikipedia.org/wiki/Battle_of_Hexham,"Hexham in Northumberland, England54°58′12″N 2°6′0″W﻿ / ﻿54.97000°N 2.10000°W﻿ / 54.97000; -2.10000"
https://en.wikipedia.org/wiki/Battle_of_Ohrid,Near Ohrid (present-day North Macedonia)
https://en.wikipedia.org/wiki/Battle_of_Vaikal,"Vajkal valley, Dibra, Albania"
https://en.wikipedia.org/wiki/Battle_of_Me%C3%A7ad_(1465),near Oranik in Upper Dibra (modern day Debar in North Macedonia)
https://en.wikipedia.org/wiki/Battle_of_Montlh%C3%A9ry,"Between Montlhéry and Longjumeau, south of Paris"
https://en.wikipedia.org/wiki/Battle_of_Montenaken,"Montenaken, near Sint-Truiden (present-day Belgium)"
https://en.wikipedia.org/wiki/Battle_of_Molinella,"Molinella, Province of Bologna"
https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1466%E2%80%931467),"Krujë, Albania41°30′27″N 19°47′42″E﻿ / ﻿41.50750°N 19.79500°E﻿ / 41.50750; 19.79500"
https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1467),"Krujë, Albania"
https://en.wikipedia.org/wiki/Battle_of_Brustem,"Brustem, near Sint-Truiden (present-day Belgium)"
https://en.wikipedia.org/wiki/Battle_of_Baia,"Baia, present-day Romania47°25′30″N 26°13′44″E﻿ / ﻿47.425°N 26.229°E﻿ / 47.425; 26.229"
https://en.wikipedia.org/wiki/Battle_of_Edgecote_Moor,"Danes Moor, Northamptonshire, England"
https://en.wikipedia.org/wiki/Battle_of_Lipnic,"Lipnic, Moldova"
https://en.wikipedia.org/wiki/Siege_of_Negroponte_(1470),"Chalcis, Euboea"
https://en.wikipedia.org/wiki/Battle_of_Lose-coat_Field,Tickencote Warren near Empingham52°41′10″N 0°32′10″W﻿ / ﻿52.68611°N 0.53611°W﻿ / 52.68611; -0.53611
https://en.wikipedia.org/wiki/Battle_of_Pasca,"Pasca, Muisca Confederation4°18′27″N 74°18′03″W﻿ / ﻿4.30750°N 74.30083°W﻿ / 4.30750; -74.30083"
https://en.wikipedia.org/wiki/Cham%E2%80%93Vietnamese_War_(1471),"Champa, Đại Việt"
https://en.wikipedia.org/wiki/Battle_of_Barnet,"(north of) Barnet, Hertfordshire, England51°39′44″N 0°12′00″W﻿ / ﻿51.66222°N 0.20000°W﻿ / 51.66222; -0.20000"
https://en.wikipedia.org/wiki/Battle_of_Tewkesbury,"Tewkesbury, Gloucestershire, England51°59′11″N 2°9′41″W﻿ / ﻿51.98639°N 2.16139°W﻿ / 51.98639; -2.16139"
https://en.wikipedia.org/wiki/Battle_of_Shelon,"Shelon River, Russia"
https://en.wikipedia.org/wiki/Conquest_of_Asilah,"Asilah, Morocco"
https://en.wikipedia.org/wiki/Battle_of_Brunkeberg,"Stockholm, Sweden"
https://en.wikipedia.org/wiki/Battle_of_Otlukbeli,"Otlukbeli, Erzincan, Turkey39°58′25″N 40°01′20″E﻿ / ﻿39.97361°N 40.02222°E﻿ / 39.97361; 40.02222"
https://en.wikipedia.org/wiki/Battle_of_Tlatelolco,Tlatelolco
https://en.wikipedia.org/wiki/Siege_of_Neuss,"Neuss, Electorate of Cologne, Holy Roman Empire"
https://en.wikipedia.org/wiki/Battle_of_H%C3%A9ricourt,Héricourt
https://en.wikipedia.org/wiki/Siege_of_Shkodra_(1474),"Shkodër, Albania Veneta42°02′47″N 19°29′37″E﻿ / ﻿42.0465°N 19.4935°E﻿ / 42.0465; 19.4935"
https://en.wikipedia.org/wiki/Battle_of_Vaslui,"Near Vaslui, present-day Western Moldavia, eastern Romania46°36′18″N 27°44′42″E﻿ / ﻿46.60500°N 27.74500°E﻿ / 46.60500; 27.74500"
https://en.wikipedia.org/wiki/Siege_of_Burgos_(1475),Castle of Burgos
https://en.wikipedia.org/wiki/Battle_on_the_Planta,"Between Conthey and Sion, Valais, Switzerland46°13′N 7°21′E﻿ / ﻿46.217°N 7.350°E﻿ / 46.217; 7.350"
https://en.wikipedia.org/wiki/Battle_of_Toro,"Peleagonzalo, near Toro, Castile"
https://en.wikipedia.org/wiki/Battle_of_Grandson,"Near Grandson, Vaud"
https://en.wikipedia.org/wiki/Battle_of_Morat,"Near Murten, Canton of Fribourg46°55′59.999″N 7°7′0.001″E﻿ / ﻿46.93333306°N 7.11666694°E﻿ / 46.93333306; 7.11666694"
https://en.wikipedia.org/wiki/Battle_of_Valea_Alb%C4%83,"Războieni, present-day Romania"
https://en.wikipedia.org/wiki/Battle_of_Nancy,"Outside the walls of Nancy, now in France"
https://en.wikipedia.org/wiki/Battle_of_Guinea,"Near Elmina, Gulf of Guinea"
https://en.wikipedia.org/wiki/Penang_Sundaram_Wisuta_1478,"Trowulan, Java"
https://en.wikipedia.org/wiki/Siege_of_Kruj%C3%AB_(1478),"Krujë, Albania"
https://en.wikipedia.org/wiki/Siege_of_Shkodra,"Shkodër, Albania Veneta42°02′47″N 19°29′37″E﻿ / ﻿42.0465°N 19.4935°E﻿ / 42.0465; 19.4935"
https://en.wikipedia.org/wiki/Battle_of_Guinegate_(1479),"Guinegatte, County of Artois"
https://en.wikipedia.org/wiki/Vietnamese-Laotian_War_(1479%E2%80%9380),"Modern-day Laos, Northern Thailand and Myanmar's Shan state"
https://en.wikipedia.org/wiki/Battle_of_Breadfield,"The Breadfield (Kenyérmező), in Alkenyér, near the River Maros, Transylvania, Kingdom of Hungary"
https://en.wikipedia.org/wiki/Siege_of_Rhodes_(1480),Rhodes
https://en.wikipedia.org/wiki/Vietnamese-Laotian_War_(1479%E2%80%9380),"Modern-day Laos, Northern Thailand and Myanmar's Shan state"
https://en.wikipedia.org/wiki/Battle_of_Skibo_and_Strathfleet,"Around Dornoch, SutherlandSkibo : N7389Strathfleet : NH779757°57′N 4°4′W﻿ / ﻿57.950°N 4.067°W﻿ / 57.950; -4.067"
https://en.wikipedia.org/wiki/Battle_of_Bloody_Bay,"North end of the Sound of Mull, Scotlandgrid reference NM485856°39′N 6°7′W﻿ / ﻿56.650°N 6.117°W﻿ / 56.650; -6.117"
https://en.wikipedia.org/wiki/Battle_of_Lagabraad,"Lagabraad, Ross, Scotland"
https://en.wikipedia.org/wiki/Battle_of_Otranto,"Otranto, Kingdom of Naples"
https://en.wikipedia.org/wiki/Great_Stand_on_the_Ugra_River,"Ugra River banks (now in Kaluga Oblast, Russia)"
https://en.wikipedia.org/wiki/Battle_of_Yeni%C5%9Fehir,"Yenişehir, Bursa"
https://en.wikipedia.org/wiki/Battle_of_Westbroek,Westbroek
https://en.wikipedia.org/wiki/Battle_of_Una,"Brod Zrinski (modern-day Novi Grad, Bosnia and Herzegovina) near Una River, Kingdom of Croatia
45°02′53″N 16°22′37″E﻿ / ﻿45.048°N 16.377°E﻿ / 45.048; 16.377"
https://en.wikipedia.org/wiki/Battle_of_Lochmaben_Fair,"Lochmaben, Scotland55°7′44″N 3°26′24″W﻿ / ﻿55.12889°N 3.44000°W﻿ / 55.12889; -3.44000 grid reference NY08198257[1]"
https://en.wikipedia.org/wiki/Battle_of_Bosworth_Field,"Near Ambion Hill, south of Market Bosworth, Leicestershire, England52°35′28″N 1°24′37″W﻿ / ﻿52.59111°N 1.41028°W﻿ / 52.59111; -1.41028"
https://en.wikipedia.org/wiki/Adana_campaign,"Adana, Modern Day Turkey"
https://en.wikipedia.org/wiki/Adana_campaign,"Adana, Modern Day Turkey"
https://en.wikipedia.org/wiki/Battle_of_Auldicharish,"Near Strathoykel, Sutherlandgrid reference NH489757°56′30″N 4°33′35″W﻿ / ﻿57.94167°N 4.55972°W﻿ / 57.94167; -4.55972"
https://en.wikipedia.org/wiki/Battle_of_Stoke,"East Stoke, Nottinghamshire, England53°02′06″N 0°53′17″W﻿ / ﻿53.035°N 0.888°W﻿ / 53.035; -0.888"
https://en.wikipedia.org/wiki/Battle_of_Sauchieburn,"south of Stirling, Scotland56°04′N 3°55′W﻿ / ﻿56.067°N 3.917°W﻿ / 56.067; -3.917"
https://en.wikipedia.org/wiki/Battle_of_Aga-Cayiri,Cilicia
https://en.wikipedia.org/wiki/Battle_of_Chocont%C3%A1,"Chocontá, Muisca Confederation5°09′N 73°41′W﻿ / ﻿5.150°N 73.683°W﻿ / 5.150; -73.683"
https://en.wikipedia.org/wiki/Battle_of_Vrpile,"Vrpile pass (Vrpile gulch), Lika, Kingdom of Croatia"
https://en.wikipedia.org/wiki/Battle_of_Granada,Southeastern Iberia
https://en.wikipedia.org/wiki/Battle_of_Anfao,"Outside of Gao, Songhai Empire"
https://en.wikipedia.org/wiki/Battle_of_Krbava_field,"Krbava field, Kingdom of Croatia
44°36′N 15°42′E﻿ / ﻿44.6°N 15.7°E﻿ / 44.6; 15.7"
https://en.wikipedia.org/wiki/Battle_of_the_Maule,"Unknown, probably near the Maule River, Cachapoal River or Biobío River.[1]"
https://en.wikipedia.org/wiki/First_Battle_of_Acentejo,"La Matanza de Acentejo, Tenerife28°27′10″N 16°27′20″W﻿ / ﻿28.45278°N 16.45556°W﻿ / 28.45278; -16.45556"
https://en.wikipedia.org/wiki/Battle_of_Aguere,"San Cristóbal de La Laguna, Tenerife."
https://en.wikipedia.org/wiki/Second_Battle_of_Acentejo,"Aguere and Acentejo, Tenerife"
https://en.wikipedia.org/wiki/Battle_of_Fornovo,"Fornovo, Emilia, Italy44°41′N 10°06′E﻿ / ﻿44.683°N 10.100°E﻿ / 44.683; 10.100"
https://en.wikipedia.org/wiki/Battle_of_Codrii_Cosminului,"Cosmin Forest [ro], Moldavia, Ottoman Empire (today in Chernivtsi Oblast, Ukraine)"
https://en.wikipedia.org/wiki/Battle_of_Drumchatt,"SE of Strathpeffer, Scotland57°35′N 4°31′W﻿ / ﻿57.583°N 4.517°W﻿ / 57.583; -4.517grid reference NH4957"
https://en.wikipedia.org/wiki/Siege_of_Samarkand_(1497),"Samarkand, Uzbekistan"
https://en.wikipedia.org/wiki/Battle_of_Zonchio,"Zonchio, Ionian Sea"
https://en.wikipedia.org/wiki/Battle_of_Hemmingstedt,Hemmingstedt
https://en.wikipedia.org/wiki/Battle_of_Lepanto_(1500),"Modon, Peloponnese"
https://en.wikipedia.org/wiki/Battle_of_Vedrosha,"Vedrosha River, close to Dorogobuzh, Grand Duchy of Lithuania (now Russia)"
https://en.wikipedia.org/wiki/Siege_of_Samarkand_(1501),"Samarkand, Uzbekistan"
https://en.wikipedia.org/wiki/First_Battle_of_Cannanore,"Cannanore, India"
https://en.wikipedia.org/wiki/Battle_of_Calicut_(1503),"Kozhikode, India"
https://en.wikipedia.org/wiki/Battle_of_Ruvo,Ruvo (present-day Italy)
https://en.wikipedia.org/wiki/Battle_of_Cerignola,"Cerignola, Apulia, Kingdom of Naples (present-day Italy)"
https://en.wikipedia.org/wiki/Battle_of_Garigliano_(1503),"Garigliano River, near Gaeta (present-day Italy)"
https://en.wikipedia.org/wiki/Battle_of_Cochin_(1504),"Kochi, India"
https://en.wikipedia.org/wiki/Siege_of_Kabul_(1504),"Kabul, Afghanistan"
https://en.wikipedia.org/wiki/Battle_of_Cannanore,"Cannanore, India"
https://en.wikipedia.org/wiki/Battle_of_Barawa,"Barawa, in modern day Somalia."
https://en.wikipedia.org/wiki/Siege_of_Cannanore_(1507),"Cannanore, India"
https://en.wikipedia.org/wiki/Capture_of_Ormuz_(1507),"Hormuz, present-day Iran"
https://en.wikipedia.org/wiki/Battle_of_Chaul,"Chaul, India"
https://en.wikipedia.org/wiki/Battle_of_Diu_(1509),"Diu, present-day Dadra and Nagar Haveli and Daman and Diu, India20°43′N 70°59′E﻿ / ﻿20.72°N 70.99°E﻿ / 20.72; 70.99"
https://en.wikipedia.org/wiki/Battle_of_Agnadello,"Near Agnadello, between Milan and Bergamo, present-day Italy"
https://en.wikipedia.org/wiki/Siege_of_Padua,"Padua, present-day Italy"
https://en.wikipedia.org/wiki/Battle_of_Polesella,"Polesella, present-day Italy44°58′N 11°47′E﻿ / ﻿44.97°N 11.79°E﻿ / 44.97; 11.79"
https://en.wikipedia.org/wiki/Portuguese_conquest_of_Goa,"Goa, Bijapur Sultanate"
https://en.wikipedia.org/wiki/Siege_of_Mirandola_(1511),"Mirandola, Emilia (present-day Italy)"
https://en.wikipedia.org/wiki/Capture_of_Malacca_(1511),Malacca (present-day part of Malaysia)2°12′20″N 102°15′22″E﻿ / ﻿2.20556°N 102.25611°E﻿ / 2.20556; 102.25611
https://en.wikipedia.org/wiki/Battle_of_Ab_Darrah_Pass,"Ab Darrah Pass, Afghanistan"
https://en.wikipedia.org/wiki/Battle_of_Yaguecas,Borikén/San Juan Bautista (modern-day Puerto Rico)
https://en.wikipedia.org/wiki/Battle_of_Ravenna_(1512),"Near Ravenna, present-day Italy"
https://en.wikipedia.org/wiki/Battle_of_Ghazdewan,"Ghazdewan, Uzbekistan"
https://en.wikipedia.org/wiki/Siege_of_Aden,"Aden, Tahirid Yemen12°46′47″N 45°2′57″E﻿ / ﻿12.77972°N 45.04917°E﻿ / 12.77972; 45.04917"
https://en.wikipedia.org/wiki/Battle_of_Novara_(1513),"Novara, present-day Italy45°26′06″N 8°43′12″E﻿ / ﻿45.435°N 8.720°E﻿ / 45.435; 8.720"
https://en.wikipedia.org/wiki/Battle_of_Dubica,"Dubica, Kingdom of Croatia
45°11′21″N 16°47′55″E﻿ / ﻿45.189271°N 16.798529°E﻿ / 45.189271; 16.798529"
https://en.wikipedia.org/wiki/Battle_of_Guinegate_(1513),"Guinegate, Kingdom of France50°34′29″N 2°14′10″E﻿ / ﻿50.57472°N 2.23611°E﻿ / 50.57472; 2.23611"
https://en.wikipedia.org/wiki/Battle_of_Azemmour,"Azemmour, Morocco"
https://en.wikipedia.org/wiki/Battle_of_Flodden_Field,"Near Branxton, Northumberland, England"
https://en.wikipedia.org/wiki/Battle_of_La_Motta,"Schio, Veneto, Republic of Venice(present-day Italy)"
